RecordID,Country,Gender,Employment,Question Type,Value
332,Pakistan,M,Employed for cash,6,9.5
332,Pakistan,M,Employed for kind,6,15.2
332,Pakistan,M,Unemployed,6,4.0
403,Peru,F,Employed for cash,2,3.2
403,Peru,F,Employed for kind,2,6.9
403,Peru,F,Unemployed,2,2.8
123,Peru,F,Employed for cash,3,0.7
123,Peru,F,Employed for kind,3,2.1
123,Peru,F,Unemployed,3,0.6
53,Peru,F,Employed for cash,1,0.9
53,Peru,F,Employed for kind,1,2.2
53,Peru,F,Unemployed,1,0.9
193,Peru,F,Employed for cash,4,1.0
193,Peru,F,Employed for kind,4,2.1
193,Peru,F,Unemployed,4,0.9
263,Peru,F,Employed for cash,5,2.1
263,Peru,F,Employed for kind,5,4.4
263,Peru,F,Unemployed,5,1.7
333,Peru,F,Employed for cash,6,0.6
333,Peru,F,Employed for kind,6,1.1
333,Peru,F,Unemployed,6,0.6
403,Peru,M,Employed for cash,2,0.0
403,Peru,M,Employed for kind,2,0.0
403,Peru,M,Unemployed,2,0.0
123,Peru,M,Employed for cash,3,0.0
123,Peru,M,Employed for kind,3,0.0
123,Peru,M,Unemployed,3,0.0
53,Peru,M,Employed for cash,1,0.0
53,Peru,M,Employed for kind,1,0.0
53,Peru,M,Unemployed,1,0.0
193,Peru,M,Employed for cash,4,0.0
193,Peru,M,Employed for kind,4,0.0
193,Peru,M,Unemployed,4,0.0
263,Peru,M,Employed for cash,5,0.0
263,Peru,M,Employed for kind,5,0.0
263,Peru,M,Unemployed,5,0.0
333,Peru,M,Employed for cash,6,0.0
333,Peru,M,Employed for kind,6,0.0
333,Peru,M,Unemployed,6,0.0
404,Philippines,F,Employed for cash,2,9.4
404,Philippines,F,Employed for kind,2,15.0
404,Philippines,F,Unemployed,2,11.4
124,Philippines,F,Employed for cash,3,2.0
124,Philippines,F,Employed for kind,3,2.9
124,Philippines,F,Unemployed,3,2.2
54,Philippines,F,Employed for cash,1,1.1
54,Philippines,F,Employed for kind,1,1.8
54,Philippines,F,Unemployed,1,1.5
194,Philippines,F,Employed for cash,4,2.5
194,Philippines,F,Employed for kind,4,5.3
194,Philippines,F,Unemployed,4,3.8
264,Philippines,F,Employed for cash,5,7.1
264,Philippines,F,Employed for kind,5,11.4
264,Philippines,F,Unemployed,5,9.4
334,Philippines,F,Employed for cash,6,1.0
334,Philippines,F,Employed for kind,6,1.6
334,Philippines,F,Unemployed,6,1.6
404,Philippines,M,Employed for cash,2,0.0
404,Philippines,M,Employed for kind,2,0.0
404,Philippines,M,Unemployed,2,0.0
124,Philippines,M,Employed for cash,3,0.0
124,Philippines,M,Employed for kind,3,0.0
124,Philippines,M,Unemployed,3,0.0
54,Philippines,M,Employed for cash,1,0.0
54,Philippines,M,Employed for kind,1,0.0
54,Philippines,M,Unemployed,1,0.0
194,Philippines,M,Employed for cash,4,0.0
194,Philippines,M,Employed for kind,4,0.0
194,Philippines,M,Unemployed,4,0.0
264,Philippines,M,Employed for cash,5,0.0
264,Philippines,M,Employed for kind,5,0.0
264,Philippines,M,Unemployed,5,0.0
334,Philippines,M,Employed for cash,6,0.0
334,Philippines,M,Employed for kind,6,0.0
334,Philippines,M,Unemployed,6,0.0
405,Rwanda,F,Employed for cash,2,40.4
405,Rwanda,F,Employed for kind,2,46.1
405,Rwanda,F,Unemployed,2,35.6
125,Rwanda,F,Employed for cash,3,19.8
125,Rwanda,F,Employed for kind,3,23.3
125,Rwanda,F,Unemployed,3,16.9
55,Rwanda,F,Employed for cash,1,8.5
55,Rwanda,F,Employed for kind,1,10.7
55,Rwanda,F,Unemployed,1,6.6
195,Rwanda,F,Employed for cash,4,21.6
195,Rwanda,F,Employed for kind,4,26.0
195,Rwanda,F,Unemployed,4,17.4
265,Rwanda,F,Employed for cash,5,27.7
265,Rwanda,F,Employed for kind,5,35.0
265,Rwanda,F,Unemployed,5,24.8
335,Rwanda,F,Employed for cash,6,24.6
335,Rwanda,F,Employed for kind,6,26.1
335,Rwanda,F,Unemployed,6,20.1
405,Rwanda,M,Employed for cash,2,17.2
405,Rwanda,M,Employed for kind,2,19.1
405,Rwanda,M,Unemployed,2,20.1
125,Rwanda,M,Employed for cash,3,5.3
125,Rwanda,M,Employed for kind,3,5.3
125,Rwanda,M,Unemployed,3,6.3
55,Rwanda,M,Employed for cash,1,1.6
55,Rwanda,M,Employed for kind,1,1.8
55,Rwanda,M,Unemployed,1,2.1
195,Rwanda,M,Employed for cash,4,6.8
195,Rwanda,M,Employed for kind,4,7.1
195,Rwanda,M,Unemployed,4,7.6
265,Rwanda,M,Employed for cash,5,11.8
265,Rwanda,M,Employed for kind,5,12.8
265,Rwanda,M,Unemployed,5,13.7
335,Rwanda,M,Employed for cash,6,6.4
335,Rwanda,M,Employed for kind,6,6.1
335,Rwanda,M,Unemployed,6,8.8
406,Sao Tome and Principe,F,Employed for cash,2,19.3
406,Sao Tome and Principe,F,Employed for kind,2,35.8
406,Sao Tome and Principe,F,Unemployed,2,18.7
126,Sao Tome and Principe,F,Employed for cash,3,7.1
126,Sao Tome and Principe,F,Employed for kind,3,12.7
126,Sao Tome and Principe,F,Unemployed,3,6.5
56,Sao Tome and Principe,F,Employed for cash,1,5.5
56,Sao Tome and Principe,F,Employed for kind,1,10.9
56,Sao Tome and Principe,F,Unemployed,1,7.3
196,Sao Tome and Principe,F,Employed for cash,4,10.6
196,Sao Tome and Principe,F,Employed for kind,4,11.5
196,Sao Tome and Principe,F,Unemployed,4,9.8
266,Sao Tome and Principe,F,Employed for cash,5,11.7
266,Sao Tome and Principe,F,Employed for kind,5,19.1
266,Sao Tome and Principe,F,Unemployed,5,11.3
336,Sao Tome and Principe,F,Employed for cash,6,5.2
336,Sao Tome and Principe,F,Employed for kind,6,10.4
336,Sao Tome and Principe,F,Unemployed,6,5.9
406,Sao Tome and Principe,M,Employed for cash,2,21.8
406,Sao Tome and Principe,M,Employed for kind,2,25.0
406,Sao Tome and Principe,M,Unemployed,2,19.9
126,Sao Tome and Principe,M,Employed for cash,3,10.0
126,Sao Tome and Principe,M,Employed for kind,3,15.0
126,Sao Tome and Principe,M,Unemployed,3,8.2
56,Sao Tome and Principe,M,Employed for cash,1,6.4
56,Sao Tome and Principe,M,Employed for kind,1,3.0
56,Sao Tome and Principe,M,Unemployed,1,8.7
196,Sao Tome and Principe,M,Employed for cash,4,12.5
196,Sao Tome and Principe,M,Employed for kind,4,11.8
196,Sao Tome and Principe,M,Unemployed,4,7.6
266,Sao Tome and Principe,M,Employed for cash,5,14.2
266,Sao Tome and Principe,M,Employed for kind,5,15.4
266,Sao Tome and Principe,M,Unemployed,5,12.6
336,Sao Tome and Principe,M,Employed for cash,6,5.7
336,Sao Tome and Principe,M,Employed for kind,6,3.5
336,Sao Tome and Principe,M,Unemployed,6,4.9
407,Senegal,F,Employed for cash,2,42.7
407,Senegal,F,Employed for kind,2,55.8
407,Senegal,F,Unemployed,2,45.7
127,Senegal,F,Employed for cash,3,32.4
127,Senegal,F,Employed for kind,3,46.2
127,Senegal,F,Unemployed,3,35.1
57,Senegal,F,Employed for cash,1,20.3
57,Senegal,F,Employed for kind,1,28.6
57,Senegal,F,Unemployed,1,21.9
197,Senegal,F,Employed for cash,4,30.9
197,Senegal,F,Employed for kind,4,44.0
197,Senegal,F,Unemployed,4,32.1
267,Senegal,F,Employed for cash,5,32.8
267,Senegal,F,Employed for kind,5,44.7
267,Senegal,F,Unemployed,5,35.0
337,Senegal,F,Employed for cash,6,33.4
337,Senegal,F,Employed for kind,6,44.6
337,Senegal,F,Unemployed,6,33.9
407,Senegal,M,Employed for cash,2,22.2
407,Senegal,M,Employed for kind,2,41.1
407,Senegal,M,Unemployed,2,22.2
127,Senegal,M,Employed for cash,3,14.6
127,Senegal,M,Employed for kind,3,28.6
127,Senegal,M,Unemployed,3,14.2
57,Senegal,M,Employed for cash,1,4.5
57,Senegal,M,Employed for kind,1,10.9
57,Senegal,M,Unemployed,1,4.1
197,Senegal,M,Employed for cash,4,10.1
197,Senegal,M,Employed for kind,4,23.2
197,Senegal,M,Unemployed,4,10.9
267,Senegal,M,Employed for cash,5,13.1
267,Senegal,M,Employed for kind,5,25.7
267,Senegal,M,Unemployed,5,13.6
337,Senegal,M,Employed for cash,6,8.7
337,Senegal,M,Employed for kind,6,19.0
337,Senegal,M,Unemployed,6,6.0
408,Sierra Leone,F,Employed for cash,2,61.2
408,Sierra Leone,F,Employed for kind,2,70.9
408,Sierra Leone,F,Unemployed,2,51.3
128,Sierra Leone,F,Employed for cash,3,47.5
128,Sierra Leone,F,Employed for kind,3,54.3
128,Sierra Leone,F,Unemployed,3,36.3
58,Sierra Leone,F,Employed for cash,1,17.0
58,Sierra Leone,F,Employed for kind,1,23.3
58,Sierra Leone,F,Unemployed,1,11.5
198,Sierra Leone,F,Employed for cash,4,49.4
198,Sierra Leone,F,Employed for kind,4,61.7
198,Sierra Leone,F,Unemployed,4,42.3
268,Sierra Leone,F,Employed for cash,5,51.4
268,Sierra Leone,F,Employed for kind,5,60.6
268,Sierra Leone,F,Unemployed,5,41.7
338,Sierra Leone,F,Employed for cash,6,26.2
338,Sierra Leone,F,Employed for kind,6,30.2
338,Sierra Leone,F,Unemployed,6,17.9
408,Sierra Leone,M,Employed for cash,2,34.7
408,Sierra Leone,M,Employed for kind,2,37.5
408,Sierra Leone,M,Unemployed,2,27.2
128,Sierra Leone,M,Employed for cash,3,24.6
128,Sierra Leone,M,Employed for kind,3,27.3
128,Sierra Leone,M,Unemployed,3,18.4
58,Sierra Leone,M,Employed for cash,1,5.6
58,Sierra Leone,M,Employed for kind,1,3.6
58,Sierra Leone,M,Unemployed,1,5.0
198,Sierra Leone,M,Employed for cash,4,21.3
198,Sierra Leone,M,Employed for kind,4,20.7
198,Sierra Leone,M,Unemployed,4,14.3
268,Sierra Leone,M,Employed for cash,5,25.3
268,Sierra Leone,M,Employed for kind,5,21.8
268,Sierra Leone,M,Unemployed,5,15.9
338,Sierra Leone,M,Employed for cash,6,10.3
338,Sierra Leone,M,Employed for kind,6,10.1
338,Sierra Leone,M,Unemployed,6,7.0
409,South Africa,F,Employed for cash,2,5.0
409,South Africa,F,Employed for kind,2,8.8
409,South Africa,F,Unemployed,2,5.8
129,South Africa,F,Employed for cash,3,1.9
129,South Africa,F,Employed for kind,3,2.1
129,South Africa,F,Unemployed,3,2.4
59,South Africa,F,Employed for cash,1,0.6
59,South Africa,F,Employed for kind,1,1.1
59,South Africa,F,Unemployed,1,1.2
199,South Africa,F,Employed for cash,4,2.1
199,South Africa,F,Employed for kind,4,2.7
199,South Africa,F,Unemployed,4,2.1
269,South Africa,F,Employed for cash,5,3.1
269,South Africa,F,Employed for kind,5,8.6
269,South Africa,F,Unemployed,5,4.2
339,South Africa,F,Employed for cash,6,0.8
339,South Africa,F,Employed for kind,6,0.7
339,South Africa,F,Unemployed,6,1.1
409,South Africa,M,Employed for cash,2,7.2
409,South Africa,M,Employed for kind,2,0.0
409,South Africa,M,Unemployed,2,11.4
129,South Africa,M,Employed for cash,3,2.4
129,South Africa,M,Employed for kind,3,0.0
129,South Africa,M,Unemployed,3,5.1
59,South Africa,M,Employed for cash,1,1.7
59,South Africa,M,Employed for kind,1,0.0
59,South Africa,M,Unemployed,1,1.7
199,South Africa,M,Employed for cash,4,3.1
199,South Africa,M,Employed for kind,4,0.0
199,South Africa,M,Unemployed,4,4.4
269,South Africa,M,Employed for cash,5,4.3
269,South Africa,M,Employed for kind,5,0.0
269,South Africa,M,Unemployed,5,7.9
339,South Africa,M,Employed for cash,6,1.6
339,South Africa,M,Employed for kind,6,0.0
339,South Africa,M,Unemployed,6,1.6
410,Tajikistan,F,Employed for cash,2,58.3
410,Tajikistan,F,Employed for kind,2,63.6
410,Tajikistan,F,Unemployed,2,65.1
130,Tajikistan,F,Employed for cash,3,46.9
130,Tajikistan,F,Employed for kind,3,51.3
130,Tajikistan,F,Unemployed,3,53.9
60,Tajikistan,F,Employed for cash,1,24.9
60,Tajikistan,F,Employed for kind,1,25.1
60,Tajikistan,F,Unemployed,1,31.2
200,Tajikistan,F,Employed for cash,4,45.7
200,Tajikistan,F,Employed for kind,4,51.2
200,Tajikistan,F,Unemployed,4,52.9
270,Tajikistan,F,Employed for cash,5,44.1
270,Tajikistan,F,Employed for kind,5,51.5
270,Tajikistan,F,Unemployed,5,51.5
340,Tajikistan,F,Employed for cash,6,22.3
340,Tajikistan,F,Employed for kind,6,23.7
340,Tajikistan,F,Unemployed,6,28.1
410,Tajikistan,M,Employed for cash,2,0.0
410,Tajikistan,M,Employed for kind,2,0.0
410,Tajikistan,M,Unemployed,2,0.0
130,Tajikistan,M,Employed for cash,3,0.0
130,Tajikistan,M,Employed for kind,3,0.0
130,Tajikistan,M,Unemployed,3,0.0
60,Tajikistan,M,Employed for cash,1,0.0
60,Tajikistan,M,Employed for kind,1,0.0
60,Tajikistan,M,Unemployed,1,0.0
200,Tajikistan,M,Employed for cash,4,0.0
200,Tajikistan,M,Employed for kind,4,0.0
200,Tajikistan,M,Unemployed,4,0.0
270,Tajikistan,M,Employed for cash,5,0.0
270,Tajikistan,M,Employed for kind,5,0.0
270,Tajikistan,M,Unemployed,5,0.0
340,Tajikistan,M,Employed for cash,6,0.0
340,Tajikistan,M,Employed for kind,6,0.0
340,Tajikistan,M,Unemployed,6,0.0
411,Tanzania,F,Employed for cash,2,53.3
411,Tanzania,F,Employed for kind,2,68.3
411,Tanzania,F,Unemployed,2,54.0
131,Tanzania,F,Employed for cash,3,37.2
131,Tanzania,F,Employed for kind,3,51.9
131,Tanzania,F,Unemployed,3,38.3
61,Tanzania,F,Employed for cash,1,16.9
61,Tanzania,F,Employed for kind,1,27.9
61,Tanzania,F,Unemployed,1,16.4
201,Tanzania,F,Employed for cash,4,36.2
201,Tanzania,F,Employed for kind,4,50.9
201,Tanzania,F,Unemployed,4,37.1
271,Tanzania,F,Employed for cash,5,44.4
271,Tanzania,F,Employed for kind,5,56.0
271,Tanzania,F,Unemployed,5,44.1
341,Tanzania,F,Employed for cash,6,26.6
341,Tanzania,F,Employed for kind,6,40.3
341,Tanzania,F,Unemployed,6,25.2
411,Tanzania,M,Employed for cash,2,37.6
411,Tanzania,M,Employed for kind,2,51.0
411,Tanzania,M,Unemployed,2,40.7
131,Tanzania,M,Employed for cash,3,24.2
131,Tanzania,M,Employed for kind,3,27.0
131,Tanzania,M,Unemployed,3,22.7
61,Tanzania,M,Employed for cash,1,6.1
61,Tanzania,M,Employed for kind,1,9.0
61,Tanzania,M,Unemployed,1,5.6
201,Tanzania,M,Employed for cash,4,21.4
201,Tanzania,M,Employed for kind,4,32.2
201,Tanzania,M,Unemployed,4,20.8
271,Tanzania,M,Employed for cash,5,29.3
271,Tanzania,M,Employed for kind,5,38.6
271,Tanzania,M,Unemployed,5,31.9
341,Tanzania,M,Employed for cash,6,13.5
341,Tanzania,M,Employed for kind,6,18.8
341,Tanzania,M,Unemployed,6,9.5
412,Timor-Leste,F,Employed for cash,2,76.1
412,Timor-Leste,F,Employed for kind,2,85.2
412,Timor-Leste,F,Unemployed,2,70.2
132,Timor-Leste,F,Employed for cash,3,60.5
132,Timor-Leste,F,Employed for kind,3,71.3
132,Timor-Leste,F,Unemployed,3,57.0
62,Timor-Leste,F,Employed for cash,1,30.3
62,Timor-Leste,F,Employed for kind,1,40.0
62,Timor-Leste,F,Unemployed,1,30.0
202,Timor-Leste,F,Employed for cash,4,65.3
202,Timor-Leste,F,Employed for kind,4,76.1
202,Timor-Leste,F,Unemployed,4,60.9
272,Timor-Leste,F,Employed for cash,5,62.5
272,Timor-Leste,F,Employed for kind,5,74.4
272,Timor-Leste,F,Unemployed,5,59.6
342,Timor-Leste,F,Employed for cash,6,34.4
342,Timor-Leste,F,Employed for kind,6,44.5
342,Timor-Leste,F,Unemployed,6,33.5
412,Timor-Leste,M,Employed for cash,2,64.6
412,Timor-Leste,M,Employed for kind,2,45.3
412,Timor-Leste,M,Unemployed,2,47.2
132,Timor-Leste,M,Employed for cash,3,31.5
132,Timor-Leste,M,Employed for kind,3,30.0
132,Timor-Leste,M,Unemployed,3,27.4
62,Timor-Leste,M,Employed for cash,1,17.8
62,Timor-Leste,M,Employed for kind,1,22.8
62,Timor-Leste,M,Unemployed,1,17.6
202,Timor-Leste,M,Employed for cash,4,55.0
202,Timor-Leste,M,Employed for kind,4,37.0
202,Timor-Leste,M,Unemployed,4,40.9
272,Timor-Leste,M,Employed for cash,5,57.6
272,Timor-Leste,M,Employed for kind,5,36.9
272,Timor-Leste,M,Unemployed,5,42.3
342,Timor-Leste,M,Employed for cash,6,31.2
342,Timor-Leste,M,Employed for kind,6,24.7
342,Timor-Leste,M,Unemployed,6,26.0
413,Togo,F,Employed for cash,2,29.1
413,Togo,F,Employed for kind,2,33.9
413,Togo,F,Unemployed,2,24.9
133,Togo,F,Employed for cash,3,20.1
133,Togo,F,Employed for kind,3,22.2
133,Togo,F,Unemployed,3,16.6
63,Togo,F,Employed for cash,1,10.8
63,Togo,F,Employed for kind,1,16.5
63,Togo,F,Unemployed,1,9.1
203,Togo,F,Employed for cash,4,18.4
203,Togo,F,Employed for kind,4,20.6
203,Togo,F,Unemployed,4,14.9
273,Togo,F,Employed for cash,5,18.8
273,Togo,F,Employed for kind,5,24.4
273,Togo,F,Unemployed,5,16.0
343,Togo,F,Employed for cash,6,9.6
343,Togo,F,Employed for kind,6,11.9
343,Togo,F,Unemployed,6,8.2
413,Togo,M,Employed for cash,2,16.2
413,Togo,M,Employed for kind,2,29.9
413,Togo,M,Unemployed,2,13.9
133,Togo,M,Employed for cash,3,8.8
133,Togo,M,Employed for kind,3,15.8
133,Togo,M,Unemployed,3,8.8
63,Togo,M,Employed for cash,1,4.5
63,Togo,M,Employed for kind,1,11.9
63,Togo,M,Unemployed,1,4.6
203,Togo,M,Employed for cash,4,9.4
203,Togo,M,Employed for kind,4,15.1
203,Togo,M,Unemployed,4,5.8
273,Togo,M,Employed for cash,5,11.1
273,Togo,M,Employed for kind,5,19.7
273,Togo,M,Unemployed,5,7.4
343,Togo,M,Employed for cash,6,4.3
343,Togo,M,Employed for kind,6,9.3
343,Togo,M,Unemployed,6,3.8
414,Turkey,F,Employed for cash,2,0.0
414,Turkey,F,Employed for kind,2,0.0
414,Turkey,F,Unemployed,2,13.2
134,Turkey,F,Employed for cash,3,0.0
134,Turkey,F,Employed for kind,3,0.0
134,Turkey,F,Unemployed,3,6.2
64,Turkey,F,Employed for cash,1,0.0
64,Turkey,F,Employed for kind,1,0.0
64,Turkey,F,Unemployed,1,1.1
204,Turkey,F,Employed for cash,4,0.0
204,Turkey,F,Employed for kind,4,0.0
204,Turkey,F,Unemployed,4,4.4
274,Turkey,F,Employed for cash,5,0.0
274,Turkey,F,Employed for kind,5,0.0
274,Turkey,F,Unemployed,5,8.8
344,Turkey,F,Employed for cash,6,0.0
344,Turkey,F,Employed for kind,6,0.0
344,Turkey,F,Unemployed,6,2.5
414,Turkey,M,Employed for cash,2,0.0
414,Turkey,M,Employed for kind,2,0.0
414,Turkey,M,Unemployed,2,0.0
134,Turkey,M,Employed for cash,3,0.0
134,Turkey,M,Employed for kind,3,0.0
134,Turkey,M,Unemployed,3,0.0
64,Turkey,M,Employed for cash,1,0.0
64,Turkey,M,Employed for kind,1,0.0
64,Turkey,M,Unemployed,1,0.0
204,Turkey,M,Employed for cash,4,0.0
204,Turkey,M,Employed for kind,4,0.0
204,Turkey,M,Unemployed,4,0.0
274,Turkey,M,Employed for cash,5,0.0
274,Turkey,M,Employed for kind,5,0.0
274,Turkey,M,Unemployed,5,0.0
344,Turkey,M,Employed for cash,6,0.0
344,Turkey,M,Employed for kind,6,0.0
344,Turkey,M,Unemployed,6,0.0
415,Turkmenistan,F,Employed for cash,2,48.9
415,Turkmenistan,F,Employed for kind,2,72.6
415,Turkmenistan,F,Unemployed,2,54.3
135,Turkmenistan,F,Employed for cash,3,31.1
135,Turkmenistan,F,Employed for kind,3,49.1
135,Turkmenistan,F,Unemployed,3,36.3
65,Turkmenistan,F,Employed for cash,1,19.3
65,Turkmenistan,F,Employed for kind,1,48.4
65,Turkmenistan,F,Unemployed,1,23.9
205,Turkmenistan,F,Employed for cash,4,37.8
205,Turkmenistan,F,Employed for kind,4,57.4
205,Turkmenistan,F,Unemployed,4,42.5
275,Turkmenistan,F,Employed for cash,5,40.6
275,Turkmenistan,F,Employed for kind,5,58.3
275,Turkmenistan,F,Unemployed,5,46.4
345,Turkmenistan,F,Employed for cash,6,18.7
345,Turkmenistan,F,Employed for kind,6,43.9
345,Turkmenistan,F,Unemployed,6,23.1
415,Turkmenistan,M,Employed for cash,2,0.0
415,Turkmenistan,M,Employed for kind,2,0.0
415,Turkmenistan,M,Unemployed,2,0.0
135,Turkmenistan,M,Employed for cash,3,0.0
135,Turkmenistan,M,Employed for kind,3,0.0
135,Turkmenistan,M,Unemployed,3,0.0
65,Turkmenistan,M,Employed for cash,1,0.0
65,Turkmenistan,M,Employed for kind,1,0.0
65,Turkmenistan,M,Unemployed,1,0.0
205,Turkmenistan,M,Employed for cash,4,0.0
205,Turkmenistan,M,Employed for kind,4,0.0
205,Turkmenistan,M,Unemployed,4,0.0
275,Turkmenistan,M,Employed for cash,5,0.0
275,Turkmenistan,M,Employed for kind,5,0.0
275,Turkmenistan,M,Unemployed,5,0.0
345,Turkmenistan,M,Employed for cash,6,0.0
345,Turkmenistan,M,Employed for kind,6,0.0
345,Turkmenistan,M,Unemployed,6,0.0
416,Uganda,F,Employed for cash,2,46.2
416,Uganda,F,Employed for kind,2,59.8
416,Uganda,F,Unemployed,2,46.8
136,Uganda,F,Employed for cash,3,23.4
136,Uganda,F,Employed for kind,3,36.0
136,Uganda,F,Unemployed,3,24.5
66,Uganda,F,Employed for cash,1,12.0
66,Uganda,F,Employed for kind,1,18.9
66,Uganda,F,Unemployed,1,13.3
206,Uganda,F,Employed for cash,4,27.6
206,Uganda,F,Employed for kind,4,38.0
206,Uganda,F,Unemployed,4,29.4
276,Uganda,F,Employed for cash,5,36.3
276,Uganda,F,Employed for kind,5,47.0
276,Uganda,F,Unemployed,5,36.7
346,Uganda,F,Employed for cash,6,16.4
346,Uganda,F,Employed for kind,6,25.5
346,Uganda,F,Unemployed,6,15.8
416,Uganda,M,Employed for cash,2,40.1
416,Uganda,M,Employed for kind,2,39.6
416,Uganda,M,Unemployed,2,49.8
136,Uganda,M,Employed for cash,3,22.7
136,Uganda,M,Employed for kind,3,23.2
136,Uganda,M,Unemployed,3,30.1
66,Uganda,M,Employed for cash,1,6.9
66,Uganda,M,Employed for kind,1,7.5
66,Uganda,M,Unemployed,1,11.0
206,Uganda,M,Employed for cash,4,22.6
206,Uganda,M,Employed for kind,4,19.4
206,Uganda,M,Unemployed,4,29.7
276,Uganda,M,Employed for cash,5,28.0
276,Uganda,M,Employed for kind,5,27.2
276,Uganda,M,Unemployed,5,36.6
346,Uganda,M,Employed for cash,6,11.5
346,Uganda,M,Employed for kind,6,11.3
346,Uganda,M,Unemployed,6,15.4
417,Ukraine,F,Employed for cash,2,3.6
417,Ukraine,F,Employed for kind,2,6.4
417,Ukraine,F,Unemployed,2,3.3
137,Ukraine,F,Employed for cash,3,0.9
137,Ukraine,F,Employed for kind,3,3.2
137,Ukraine,F,Unemployed,3,0.8
67,Ukraine,F,Employed for cash,1,0.1
67,Ukraine,F,Employed for kind,1,2.0
67,Ukraine,F,Unemployed,1,0.2
207,Ukraine,F,Employed for cash,4,0.4
207,Ukraine,F,Employed for kind,4,2.0
207,Ukraine,F,Unemployed,4,0.5
277,Ukraine,F,Employed for cash,5,3.2
277,Ukraine,F,Employed for kind,5,5.3
277,Ukraine,F,Unemployed,5,2.8
347,Ukraine,F,Employed for cash,6,0.4
347,Ukraine,F,Employed for kind,6,2.0
347,Ukraine,F,Unemployed,6,0.7
417,Ukraine,M,Employed for cash,2,11.2
417,Ukraine,M,Employed for kind,2,12.0
417,Ukraine,M,Unemployed,2,10.5
137,Ukraine,M,Employed for cash,3,5.3
137,Ukraine,M,Employed for kind,3,3.2
137,Ukraine,M,Unemployed,3,4.8
67,Ukraine,M,Employed for cash,1,0.6
67,Ukraine,M,Employed for kind,1,1.2
67,Ukraine,M,Unemployed,1,0.9
207,Ukraine,M,Employed for cash,4,4.3
207,Ukraine,M,Employed for kind,4,5.3
207,Ukraine,M,Unemployed,4,3.7
277,Ukraine,M,Employed for cash,5,9.2
277,Ukraine,M,Employed for kind,5,9.9
277,Ukraine,M,Unemployed,5,8.0
347,Ukraine,M,Employed for cash,6,1.8
347,Ukraine,M,Employed for kind,6,1.2
347,Ukraine,M,Unemployed,6,2.2
418,Yemen,F,Employed for cash,2,39.4
418,Yemen,F,Employed for kind,2,61.6
418,Yemen,F,Unemployed,2,48.7
138,Yemen,F,Employed for cash,3,13.8
138,Yemen,F,Employed for kind,3,25.1
138,Yemen,F,Unemployed,3,19.9
68,Yemen,F,Employed for cash,1,5.9
68,Yemen,F,Employed for kind,1,15.2
68,Yemen,F,Unemployed,1,9.6
208,Yemen,F,Employed for cash,4,25.9
208,Yemen,F,Employed for kind,4,47.8
208,Yemen,F,Unemployed,4,35.5
278,Yemen,F,Employed for cash,5,22.0
278,Yemen,F,Employed for kind,5,42.4
278,Yemen,F,Unemployed,5,29.9
348,Yemen,F,Employed for cash,6,25.9
348,Yemen,F,Employed for kind,6,47.3
348,Yemen,F,Unemployed,6,32.2
418,Yemen,M,Employed for cash,2,0.0
418,Yemen,M,Employed for kind,2,0.0
418,Yemen,M,Unemployed,2,0.0
138,Yemen,M,Employed for cash,3,0.0
138,Yemen,M,Employed for kind,3,0.0
138,Yemen,M,Unemployed,3,0.0
68,Yemen,M,Employed for cash,1,0.0
68,Yemen,M,Employed for kind,1,0.0
68,Yemen,M,Unemployed,1,0.0
208,Yemen,M,Employed for cash,4,0.0
208,Yemen,M,Employed for kind,4,0.0
208,Yemen,M,Unemployed,4,0.0
278,Yemen,M,Employed for cash,5,0.0
278,Yemen,M,Employed for kind,5,0.0
278,Yemen,M,Unemployed,5,0.0
348,Yemen,M,Employed for cash,6,0.0
348,Yemen,M,Employed for kind,6,0.0
348,Yemen,M,Unemployed,6,0.0
419,Zambia,F,Employed for cash,2,45.9
419,Zambia,F,Employed for kind,2,63.7
419,Zambia,F,Unemployed,2,41.0
139,Zambia,F,Employed for cash,3,33.4
139,Zambia,F,Employed for kind,3,47.0
139,Zambia,F,Unemployed,3,28.3
69,Zambia,F,Employed for cash,1,22.4
69,Zambia,F,Employed for kind,1,36.4
69,Zambia,F,Unemployed,1,19.3
209,Zambia,F,Employed for cash,4,29.4
209,Zambia,F,Employed for kind,4,40.2
209,Zambia,F,Unemployed,4,26.0
279,Zambia,F,Employed for cash,5,33.1
279,Zambia,F,Employed for kind,5,45.7
279,Zambia,F,Unemployed,5,28.1
349,Zambia,F,Employed for cash,6,28.7
349,Zambia,F,Employed for kind,6,45.5
349,Zambia,F,Unemployed,6,22.5
419,Zambia,M,Employed for cash,2,29.7
419,Zambia,M,Employed for kind,2,40.1
419,Zambia,M,Unemployed,2,30.1
139,Zambia,M,Employed for cash,3,19.0
139,Zambia,M,Employed for kind,3,25.0
139,Zambia,M,Unemployed,3,18.3
69,Zambia,M,Employed for cash,1,6.7
69,Zambia,M,Employed for kind,1,9.6
69,Zambia,M,Unemployed,1,7.6
209,Zambia,M,Employed for cash,4,14.9
209,Zambia,M,Employed for kind,4,20.9
209,Zambia,M,Unemployed,4,15.0
279,Zambia,M,Employed for cash,5,18.2
279,Zambia,M,Employed for kind,5,24.6
279,Zambia,M,Unemployed,5,19.8
349,Zambia,M,Employed for cash,6,10.0
349,Zambia,M,Employed for kind,6,12.2
349,Zambia,M,Unemployed,6,10.9
