RecordID,Country,Gender,Marital Status,Question Type,Value
50,Niger,M,"Widowed, divorced, separated",1,14.9
190,Niger,M,Married or living together,4,12.5
190,Niger,M,Never married,4,22.0
190,Niger,M,"Widowed, divorced, separated",4,24.4
260,Niger,M,Married or living together,5,12.0
260,Niger,M,Never married,5,22.5
260,Niger,M,"Widowed, divorced, separated",5,16.2
330,Niger,M,Married or living together,6,11.2
330,Niger,M,Never married,6,18.7
330,Niger,M,"Widowed, divorced, separated",6,19.4
401,Nigeria,F,Married or living together,2,36.8
401,Nigeria,F,Never married,2,28.7
401,Nigeria,F,"Widowed, divorced, separated",2,34.4
121,Nigeria,F,Married or living together,3,22.8
121,Nigeria,F,Never married,3,16.9
121,Nigeria,F,"Widowed, divorced, separated",3,22.2
51,Nigeria,F,Married or living together,1,15.8
51,Nigeria,F,Never married,1,9.2
51,Nigeria,F,"Widowed, divorced, separated",1,15.0
191,Nigeria,F,Married or living together,4,27.7
191,Nigeria,F,Never married,4,18.3
191,Nigeria,F,"Widowed, divorced, separated",4,24.4
261,Nigeria,F,Married or living together,5,25.7
261,Nigeria,F,Never married,5,21.0
261,Nigeria,F,"Widowed, divorced, separated",5,26.0
331,Nigeria,F,Married or living together,6,21.5
331,Nigeria,F,Never married,6,10.9
331,Nigeria,F,"Widowed, divorced, separated",6,17.4
401,Nigeria,M,Married or living together,2,23.2
401,Nigeria,M,Never married,2,26.0
401,Nigeria,M,"Widowed, divorced, separated",2,32.4
121,Nigeria,M,Married or living together,3,12.8
121,Nigeria,M,Never married,3,13.3
121,Nigeria,M,"Widowed, divorced, separated",3,16.3
51,Nigeria,M,Married or living together,1,7.4
51,Nigeria,M,Never married,1,8.3
51,Nigeria,M,"Widowed, divorced, separated",1,9.3
191,Nigeria,M,Married or living together,4,12.6
191,Nigeria,M,Never married,4,13.8
191,Nigeria,M,"Widowed, divorced, separated",4,20.1
261,Nigeria,M,Married or living together,5,12.7
261,Nigeria,M,Never married,5,14.8
261,Nigeria,M,"Widowed, divorced, separated",5,20.2
331,Nigeria,M,Married or living together,6,11.5
331,Nigeria,M,Never married,6,10.7
331,Nigeria,M,"Widowed, divorced, separated",6,12.6
402,Pakistan,F,Married or living together,2,41.2
402,Pakistan,F,Never married,2,0.0
402,Pakistan,F,"Widowed, divorced, separated",2,37.7
122,Pakistan,F,Married or living together,3,31.8
122,Pakistan,F,Never married,3,0.0
122,Pakistan,F,"Widowed, divorced, separated",3,27.6
52,Pakistan,F,Married or living together,1,18.3
52,Pakistan,F,Never married,1,0.0
52,Pakistan,F,"Widowed, divorced, separated",1,19.6
192,Pakistan,F,Married or living together,4,31.6
192,Pakistan,F,Never married,4,0.0
192,Pakistan,F,"Widowed, divorced, separated",4,28.4
262,Pakistan,F,Married or living together,5,27.8
262,Pakistan,F,Never married,5,0.0
262,Pakistan,F,"Widowed, divorced, separated",5,27.9
332,Pakistan,F,Married or living together,6,27.5
332,Pakistan,F,Never married,6,0.0
332,Pakistan,F,"Widowed, divorced, separated",6,25.2
402,Pakistan,M,Married or living together,2,37.4
402,Pakistan,M,Never married,2,0.0
402,Pakistan,M,"Widowed, divorced, separated",2,42.1
122,Pakistan,M,Married or living together,3,20.0
122,Pakistan,M,Never married,3,0.0
122,Pakistan,M,"Widowed, divorced, separated",3,35.7
52,Pakistan,M,Married or living together,1,4.0
52,Pakistan,M,Never married,1,0.0
52,Pakistan,M,"Widowed, divorced, separated",1,9.1
192,Pakistan,M,Married or living together,4,27.5
192,Pakistan,M,Never married,4,0.0
192,Pakistan,M,"Widowed, divorced, separated",4,35.2
262,Pakistan,M,Married or living together,5,18.5
262,Pakistan,M,Never married,5,0.0
262,Pakistan,M,"Widowed, divorced, separated",5,33.1
332,Pakistan,M,Married or living together,6,9.4
332,Pakistan,M,Never married,6,0.0
332,Pakistan,M,"Widowed, divorced, separated",6,11.3
403,Peru,F,Married or living together,2,3.5
403,Peru,F,Never married,2,3.4
403,Peru,F,"Widowed, divorced, separated",2,3.8
123,Peru,F,Married or living together,3,0.8
123,Peru,F,Never married,3,0.9
123,Peru,F,"Widowed, divorced, separated",3,0.9
53,Peru,F,Married or living together,1,0.9
53,Peru,F,Never married,1,1.3
53,Peru,F,"Widowed, divorced, separated",1,1.4
193,Peru,F,Married or living together,4,1.2
193,Peru,F,Never married,4,1.0
193,Peru,F,"Widowed, divorced, separated",4,1.0
263,Peru,F,Married or living together,5,2.2
263,Peru,F,Never married,5,2.3
263,Peru,F,"Widowed, divorced, separated",5,2.3
333,Peru,F,Married or living together,6,0.7
333,Peru,F,Never married,6,0.6
333,Peru,F,"Widowed, divorced, separated",6,0.4
403,Peru,M,Married or living together,2,0.0
403,Peru,M,Never married,2,0.0
403,Peru,M,"Widowed, divorced, separated",2,0.0
123,Peru,M,Married or living together,3,0.0
123,Peru,M,Never married,3,0.0
123,Peru,M,"Widowed, divorced, separated",3,0.0
53,Peru,M,Married or living together,1,0.0
53,Peru,M,Never married,1,0.0
53,Peru,M,"Widowed, divorced, separated",1,0.0
193,Peru,M,Married or living together,4,0.0
193,Peru,M,Never married,4,0.0
193,Peru,M,"Widowed, divorced, separated",4,0.0
263,Peru,M,Married or living together,5,0.0
263,Peru,M,Never married,5,0.0
263,Peru,M,"Widowed, divorced, separated",5,0.0
333,Peru,M,Married or living together,6,0.0
333,Peru,M,Never married,6,0.0
333,Peru,M,"Widowed, divorced, separated",6,0.0
404,Philippines,F,Married or living together,2,11.0
404,Philippines,F,Never married,2,10.5
404,Philippines,F,"Widowed, divorced, separated",2,12.7
124,Philippines,F,Married or living together,3,2.1
124,Philippines,F,Never married,3,2.2
124,Philippines,F,"Widowed, divorced, separated",3,3.1
54,Philippines,F,Married or living together,1,1.1
54,Philippines,F,Never married,1,1.7
54,Philippines,F,"Widowed, divorced, separated",1,1.2
194,Philippines,F,Married or living together,4,3.7
194,Philippines,F,Never married,4,2.9
194,Philippines,F,"Widowed, divorced, separated",4,3.0
264,Philippines,F,Married or living together,5,8.7
264,Philippines,F,Never married,5,8.4
264,Philippines,F,"Widowed, divorced, separated",5,9.0
334,Philippines,F,Married or living together,6,1.1
334,Philippines,F,Never married,6,1.7
334,Philippines,F,"Widowed, divorced, separated",6,1.2
404,Philippines,M,Married or living together,2,0.0
404,Philippines,M,Never married,2,0.0
404,Philippines,M,"Widowed, divorced, separated",2,0.0
124,Philippines,M,Married or living together,3,0.0
124,Philippines,M,Never married,3,0.0
124,Philippines,M,"Widowed, divorced, separated",3,0.0
54,Philippines,M,Married or living together,1,0.0
54,Philippines,M,Never married,1,0.0
54,Philippines,M,"Widowed, divorced, separated",1,0.0
194,Philippines,M,Married or living together,4,0.0
194,Philippines,M,Never married,4,0.0
194,Philippines,M,"Widowed, divorced, separated",4,0.0
264,Philippines,M,Married or living together,5,0.0
264,Philippines,M,Never married,5,0.0
264,Philippines,M,"Widowed, divorced, separated",5,0.0
334,Philippines,M,Married or living together,6,0.0
334,Philippines,M,Never married,6,0.0
334,Philippines,M,"Widowed, divorced, separated",6,0.0
405,Rwanda,F,Married or living together,2,39.8
405,Rwanda,F,Never married,2,42.9
405,Rwanda,F,"Widowed, divorced, separated",2,43.8
125,Rwanda,F,Married or living together,3,19.4
125,Rwanda,F,Never married,3,20.9
125,Rwanda,F,"Widowed, divorced, separated",3,23.6
55,Rwanda,F,Married or living together,1,7.2
55,Rwanda,F,Never married,1,10.0
55,Rwanda,F,"Widowed, divorced, separated",1,13.1
195,Rwanda,F,Married or living together,4,20.5
195,Rwanda,F,Never married,4,23.6
195,Rwanda,F,"Widowed, divorced, separated",4,26.4
265,Rwanda,F,Married or living together,5,27.8
265,Rwanda,F,Never married,5,31.0
265,Rwanda,F,"Widowed, divorced, separated",5,31.8
335,Rwanda,F,Married or living together,6,23.4
335,Rwanda,F,Never married,6,24.3
335,Rwanda,F,"Widowed, divorced, separated",6,29.7
405,Rwanda,M,Married or living together,2,14.8
405,Rwanda,M,Never married,2,21.0
405,Rwanda,M,"Widowed, divorced, separated",2,19.1
125,Rwanda,M,Married or living together,3,4.4
125,Rwanda,M,Never married,3,6.3
125,Rwanda,M,"Widowed, divorced, separated",3,9.1
55,Rwanda,M,Married or living together,1,1.0
55,Rwanda,M,Never married,1,2.3
55,Rwanda,M,"Widowed, divorced, separated",1,3.2
195,Rwanda,M,Married or living together,4,6.0
195,Rwanda,M,Never married,4,7.9
195,Rwanda,M,"Widowed, divorced, separated",4,8.4
265,Rwanda,M,Married or living together,5,10.0
265,Rwanda,M,Never married,5,14.4
265,Rwanda,M,"Widowed, divorced, separated",5,14.3
335,Rwanda,M,Married or living together,6,4.7
335,Rwanda,M,Never married,6,8.6
335,Rwanda,M,"Widowed, divorced, separated",6,10.3
406,Sao Tome and Principe,F,Married or living together,2,19.2
406,Sao Tome and Principe,F,Never married,2,21.1
406,Sao Tome and Principe,F,"Widowed, divorced, separated",2,18.1
126,Sao Tome and Principe,F,Married or living together,3,7.0
126,Sao Tome and Principe,F,Never married,3,7.9
126,Sao Tome and Principe,F,"Widowed, divorced, separated",3,5.5
56,Sao Tome and Principe,F,Married or living together,1,6.3
56,Sao Tome and Principe,F,Never married,1,8.0
56,Sao Tome and Principe,F,"Widowed, divorced, separated",1,3.5
196,Sao Tome and Principe,F,Married or living together,4,11.2
196,Sao Tome and Principe,F,Never married,4,7.8
196,Sao Tome and Principe,F,"Widowed, divorced, separated",4,9.7
266,Sao Tome and Principe,F,Married or living together,5,11.6
266,Sao Tome and Principe,F,Never married,5,12.1
266,Sao Tome and Principe,F,"Widowed, divorced, separated",5,11.5
336,Sao Tome and Principe,F,Married or living together,6,6.6
336,Sao Tome and Principe,F,Never married,6,3.9
336,Sao Tome and Principe,F,"Widowed, divorced, separated",6,3.3
406,Sao Tome and Principe,M,Married or living together,2,20.2
406,Sao Tome and Principe,M,Never married,2,23.2
406,Sao Tome and Principe,M,"Widowed, divorced, separated",2,21.5
126,Sao Tome and Principe,M,Married or living together,3,8.3
126,Sao Tome and Principe,M,Never married,3,11.9
126,Sao Tome and Principe,M,"Widowed, divorced, separated",3,10.4
56,Sao Tome and Principe,M,Married or living together,1,5.4
56,Sao Tome and Principe,M,Never married,1,7.6
56,Sao Tome and Principe,M,"Widowed, divorced, separated",1,6.8
196,Sao Tome and Principe,M,Married or living together,4,13.0
196,Sao Tome and Principe,M,Never married,4,10.3
196,Sao Tome and Principe,M,"Widowed, divorced, separated",4,12.1
266,Sao Tome and Principe,M,Married or living together,5,12.9
266,Sao Tome and Principe,M,Never married,5,14.9
266,Sao Tome and Principe,M,"Widowed, divorced, separated",5,15.0
336,Sao Tome and Principe,M,Married or living together,6,4.7
336,Sao Tome and Principe,M,Never married,6,6.0
336,Sao Tome and Principe,M,"Widowed, divorced, separated",6,6.2
407,Senegal,F,Married or living together,2,50.9
407,Senegal,F,Never married,2,36.4
407,Senegal,F,"Widowed, divorced, separated",2,34.5
127,Senegal,F,Married or living together,3,41.1
127,Senegal,F,Never married,3,25.2
127,Senegal,F,"Widowed, divorced, separated",3,23.8
57,Senegal,F,Married or living together,1,26.0
57,Senegal,F,Never married,1,14.9
57,Senegal,F,"Widowed, divorced, separated",1,14.5
197,Senegal,F,Married or living together,4,39.1
197,Senegal,F,Never married,4,22.2
197,Senegal,F,"Widowed, divorced, separated",4,22.3
267,Senegal,F,Married or living together,5,40.2
267,Senegal,F,Never married,5,26.7
267,Senegal,F,"Widowed, divorced, separated",5,24.5
337,Senegal,F,Married or living together,6,42.7
337,Senegal,F,Never married,6,20.3
337,Senegal,F,"Widowed, divorced, separated",6,27.1
407,Senegal,M,Married or living together,2,22.0
407,Senegal,M,Never married,2,31.3
407,Senegal,M,"Widowed, divorced, separated",2,24.7
127,Senegal,M,Married or living together,3,14.4
127,Senegal,M,Never married,3,21.3
127,Senegal,M,"Widowed, divorced, separated",3,15.3
57,Senegal,M,Married or living together,1,4.7
57,Senegal,M,Never married,1,7.5
57,Senegal,M,"Widowed, divorced, separated",1,2.6
197,Senegal,M,Married or living together,4,11.2
197,Senegal,M,Never married,4,15.9
197,Senegal,M,"Widowed, divorced, separated",4,10.9
267,Senegal,M,Married or living together,5,13.8
267,Senegal,M,Never married,5,18.9
267,Senegal,M,"Widowed, divorced, separated",5,12.2
337,Senegal,M,Married or living together,6,9.2
337,Senegal,M,Never married,6,12.7
337,Senegal,M,"Widowed, divorced, separated",6,8.7
408,Sierra Leone,F,Married or living together,2,67.9
408,Sierra Leone,F,Never married,2,51.4
408,Sierra Leone,F,"Widowed, divorced, separated",2,60.8
128,Sierra Leone,F,Married or living together,3,52.4
128,Sierra Leone,F,Never married,3,37.2
128,Sierra Leone,F,"Widowed, divorced, separated",3,43.6
58,Sierra Leone,F,Married or living together,1,20.6
58,Sierra Leone,F,Never married,1,13.7
58,Sierra Leone,F,"Widowed, divorced, separated",1,15.1
198,Sierra Leone,F,Married or living together,4,58.1
198,Sierra Leone,F,Never married,4,41.8
198,Sierra Leone,F,"Widowed, divorced, separated",4,49.6
268,Sierra Leone,F,Married or living together,5,57.5
268,Sierra Leone,F,Never married,5,43.0
268,Sierra Leone,F,"Widowed, divorced, separated",5,50.3
338,Sierra Leone,F,Married or living together,6,30.5
338,Sierra Leone,F,Never married,6,16.0
338,Sierra Leone,F,"Widowed, divorced, separated",6,21.2
408,Sierra Leone,M,Married or living together,2,34.6
408,Sierra Leone,M,Never married,2,33.4
408,Sierra Leone,M,"Widowed, divorced, separated",2,38.0
128,Sierra Leone,M,Married or living together,3,24.6
128,Sierra Leone,M,Never married,3,23.7
128,Sierra Leone,M,"Widowed, divorced, separated",3,28.2
58,Sierra Leone,M,Married or living together,1,4.5
58,Sierra Leone,M,Never married,1,5.5
58,Sierra Leone,M,"Widowed, divorced, separated",1,2.3
198,Sierra Leone,M,Married or living together,4,20.6
198,Sierra Leone,M,Never married,4,18.5
198,Sierra Leone,M,"Widowed, divorced, separated",4,23.4
268,Sierra Leone,M,Married or living together,5,23.6
268,Sierra Leone,M,Never married,5,20.4
268,Sierra Leone,M,"Widowed, divorced, separated",5,26.2
338,Sierra Leone,M,Married or living together,6,10.0
338,Sierra Leone,M,Never married,6,9.2
338,Sierra Leone,M,"Widowed, divorced, separated",6,7.9
409,South Africa,F,Married or living together,2,5.2
409,South Africa,F,Never married,2,5.6
409,South Africa,F,"Widowed, divorced, separated",2,6.8
129,South Africa,F,Married or living together,3,2.0
129,South Africa,F,Never married,3,2.2
129,South Africa,F,"Widowed, divorced, separated",3,3.1
59,South Africa,F,Married or living together,1,0.9
59,South Africa,F,Never married,1,1.0
59,South Africa,F,"Widowed, divorced, separated",1,0.9
199,South Africa,F,Married or living together,4,2.4
199,South Africa,F,Never married,4,1.8
199,South Africa,F,"Widowed, divorced, separated",4,2.8
269,South Africa,F,Married or living together,5,3.3
269,South Africa,F,Never married,5,4.0
269,South Africa,F,"Widowed, divorced, separated",5,5.7
339,South Africa,F,Married or living together,6,1.0
339,South Africa,F,Never married,6,0.8
339,South Africa,F,"Widowed, divorced, separated",6,1.9
409,South Africa,M,Married or living together,2,4.7
409,South Africa,M,Never married,2,11.4
409,South Africa,M,"Widowed, divorced, separated",2,8.8
129,South Africa,M,Married or living together,3,2.0
129,South Africa,M,Never married,3,4.6
129,South Africa,M,"Widowed, divorced, separated",3,3.5
59,South Africa,M,Married or living together,1,0.8
59,South Africa,M,Never married,1,2.2
59,South Africa,M,"Widowed, divorced, separated",1,1.2
199,South Africa,M,Married or living together,4,3.4
199,South Africa,M,Never married,4,3.9
199,South Africa,M,"Widowed, divorced, separated",4,4.0
269,South Africa,M,Married or living together,5,2.8
269,South Africa,M,Never married,5,7.5
269,South Africa,M,"Widowed, divorced, separated",5,6.7
339,South Africa,M,Married or living together,6,0.8
339,South Africa,M,Never married,6,2.0
339,South Africa,M,"Widowed, divorced, separated",6,0.7
410,Tajikistan,F,Married or living together,2,70.1
410,Tajikistan,F,Never married,2,43.4
410,Tajikistan,F,"Widowed, divorced, separated",2,59.5
130,Tajikistan,F,Married or living together,3,59.3
130,Tajikistan,F,Never married,3,30.8
130,Tajikistan,F,"Widowed, divorced, separated",3,47.0
60,Tajikistan,F,Married or living together,1,33.4
60,Tajikistan,F,Never married,1,17.6
60,Tajikistan,F,"Widowed, divorced, separated",1,27.6
200,Tajikistan,F,Married or living together,4,58.4
200,Tajikistan,F,Never married,4,29.5
200,Tajikistan,F,"Widowed, divorced, separated",4,46.4
270,Tajikistan,F,Married or living together,5,55.7
270,Tajikistan,F,Never married,5,31.5
270,Tajikistan,F,"Widowed, divorced, separated",5,48.5
340,Tajikistan,F,Married or living together,6,32.3
340,Tajikistan,F,Never married,6,8.3
340,Tajikistan,F,"Widowed, divorced, separated",6,27.7
410,Tajikistan,M,Married or living together,2,0.0
410,Tajikistan,M,Never married,2,0.0
410,Tajikistan,M,"Widowed, divorced, separated",2,0.0
130,Tajikistan,M,Married or living together,3,0.0
130,Tajikistan,M,Never married,3,0.0
130,Tajikistan,M,"Widowed, divorced, separated",3,0.0
60,Tajikistan,M,Married or living together,1,0.0
60,Tajikistan,M,Never married,1,0.0
60,Tajikistan,M,"Widowed, divorced, separated",1,0.0
200,Tajikistan,M,Married or living together,4,0.0
200,Tajikistan,M,Never married,4,0.0
200,Tajikistan,M,"Widowed, divorced, separated",4,0.0
270,Tajikistan,M,Married or living together,5,0.0
270,Tajikistan,M,Never married,5,0.0
270,Tajikistan,M,"Widowed, divorced, separated",5,0.0
340,Tajikistan,M,Married or living together,6,0.0
340,Tajikistan,M,Never married,6,0.0
340,Tajikistan,M,"Widowed, divorced, separated",6,0.0
411,Tanzania,F,Married or living together,2,60.2
411,Tanzania,F,Never married,2,52.9
411,Tanzania,F,"Widowed, divorced, separated",2,57.8
131,Tanzania,F,Married or living together,3,44.7
131,Tanzania,F,Never married,3,35.5
131,Tanzania,F,"Widowed, divorced, separated",3,41.8
61,Tanzania,F,Married or living together,1,21.6
61,Tanzania,F,Never married,1,16.2
61,Tanzania,F,"Widowed, divorced, separated",1,21.3
201,Tanzania,F,Married or living together,4,44.0
201,Tanzania,F,Never married,4,33.9
201,Tanzania,F,"Widowed, divorced, separated",4,39.9
271,Tanzania,F,Married or living together,5,50.1
271,Tanzania,F,Never married,5,41.8
271,Tanzania,F,"Widowed, divorced, separated",5,49.1
341,Tanzania,F,Married or living together,6,33.8
341,Tanzania,F,Never married,6,21.0
341,Tanzania,F,"Widowed, divorced, separated",6,32.9
411,Tanzania,M,Married or living together,2,33.5
411,Tanzania,M,Never married,2,45.7
411,Tanzania,M,"Widowed, divorced, separated",2,50.3
131,Tanzania,M,Married or living together,3,19.9
131,Tanzania,M,Never married,3,29.3
131,Tanzania,M,"Widowed, divorced, separated",3,30.5
61,Tanzania,M,Married or living together,1,4.6
61,Tanzania,M,Never married,1,8.9
61,Tanzania,M,"Widowed, divorced, separated",1,3.4
201,Tanzania,M,Married or living together,4,20.2
201,Tanzania,M,Never married,4,24.9
201,Tanzania,M,"Widowed, divorced, separated",4,29.8
271,Tanzania,M,Married or living together,5,25.9
271,Tanzania,M,Never married,5,35.3
271,Tanzania,M,"Widowed, divorced, separated",5,41.3
341,Tanzania,M,Married or living together,6,11.6
341,Tanzania,M,Never married,6,16.2
341,Tanzania,M,"Widowed, divorced, separated",6,16.1
412,Timor-Leste,F,Married or living together,2,76.5
412,Timor-Leste,F,Never married,2,69.9
412,Timor-Leste,F,"Widowed, divorced, separated",2,73.5
132,Timor-Leste,F,Married or living together,3,62.6
132,Timor-Leste,F,Never married,3,56.3
132,Timor-Leste,F,"Widowed, divorced, separated",3,59.8
62,Timor-Leste,F,Married or living together,1,33.0
62,Timor-Leste,F,Never married,1,29.6
62,Timor-Leste,F,"Widowed, divorced, separated",1,34.7
202,Timor-Leste,F,Married or living together,4,67.6
202,Timor-Leste,F,Never married,4,59.2
202,Timor-Leste,F,"Widowed, divorced, separated",4,65.5
272,Timor-Leste,F,Married or living together,5,65.5
272,Timor-Leste,F,Never married,5,58.6
272,Timor-Leste,F,"Widowed, divorced, separated",5,57.9
342,Timor-Leste,F,Married or living together,6,39.8
342,Timor-Leste,F,Never married,6,28.5
342,Timor-Leste,F,"Widowed, divorced, separated",6,38.4
412,Timor-Leste,M,Married or living together,2,56.0
412,Timor-Leste,M,Never married,2,49.9
412,Timor-Leste,M,"Widowed, divorced, separated",2,55.8
132,Timor-Leste,M,Married or living together,3,31.6
132,Timor-Leste,M,Never married,3,28.1
132,Timor-Leste,M,"Widowed, divorced, separated",3,31.6
62,Timor-Leste,M,Married or living together,1,19.5
62,Timor-Leste,M,Never married,1,19.6
62,Timor-Leste,M,"Widowed, divorced, separated",1,14.7
202,Timor-Leste,M,Married or living together,4,47.9
202,Timor-Leste,M,Never married,4,41.4
202,Timor-Leste,M,"Widowed, divorced, separated",4,51.2
272,Timor-Leste,M,Married or living together,5,48.9
272,Timor-Leste,M,Never married,5,43.1
272,Timor-Leste,M,"Widowed, divorced, separated",5,48.4
342,Timor-Leste,M,Married or living together,6,27.4
342,Timor-Leste,M,Never married,6,27.7
342,Timor-Leste,M,"Widowed, divorced, separated",6,20.0
413,Togo,F,Married or living together,2,31.4
413,Togo,F,Never married,2,22.3
413,Togo,F,"Widowed, divorced, separated",2,28.3
133,Togo,F,Married or living together,3,21.8
133,Togo,F,Never married,3,14.1
133,Togo,F,"Widowed, divorced, separated",3,18.4
63,Togo,F,Married or living together,1,12.5
63,Togo,F,Never married,1,8.4
63,Togo,F,"Widowed, divorced, separated",1,10.3
203,Togo,F,Married or living together,4,19.8
203,Togo,F,Never married,4,12.3
203,Togo,F,"Widowed, divorced, separated",4,19.8
273,Togo,F,Married or living together,5,20.7
273,Togo,F,Never married,5,14.3
273,Togo,F,"Widowed, divorced, separated",5,19.6
343,Togo,F,Married or living together,6,10.9
343,Togo,F,Never married,6,6.5
343,Togo,F,"Widowed, divorced, separated",6,8.4
413,Togo,M,Married or living together,2,17.6
413,Togo,M,Never married,2,18.4
413,Togo,M,"Widowed, divorced, separated",2,22.7
133,Togo,M,Married or living together,3,9.5
133,Togo,M,Never married,3,10.7
133,Togo,M,"Widowed, divorced, separated",3,10.6
63,Togo,M,Married or living together,1,5.3
63,Togo,M,Never married,1,6.3
63,Togo,M,"Widowed, divorced, separated",1,8.5
203,Togo,M,Married or living together,4,9.5
203,Togo,M,Never married,4,9.5
203,Togo,M,"Widowed, divorced, separated",4,12.2
273,Togo,M,Married or living together,5,12.3
273,Togo,M,Never married,5,11.1
273,Togo,M,"Widowed, divorced, separated",5,12.4
343,Togo,M,Married or living together,6,4.3
343,Togo,M,Never married,6,5.8
343,Togo,M,"Widowed, divorced, separated",6,6.3
414,Turkey,F,Married or living together,2,15.0
414,Turkey,F,Never married,2,8.9
414,Turkey,F,"Widowed, divorced, separated",2,14.7
134,Turkey,F,Married or living together,3,6.9
134,Turkey,F,Never married,3,4.3
134,Turkey,F,"Widowed, divorced, separated",3,7.1
64,Turkey,F,Married or living together,1,1.3
64,Turkey,F,Never married,1,0.7
64,Turkey,F,"Widowed, divorced, separated",1,1.9
204,Turkey,F,Married or living together,4,5.2
204,Turkey,F,Never married,4,2.3
204,Turkey,F,"Widowed, divorced, separated",4,6.5
274,Turkey,F,Married or living together,5,10.3
274,Turkey,F,Never married,5,5.3
274,Turkey,F,"Widowed, divorced, separated",5,8.6
344,Turkey,F,Married or living together,6,3.0
344,Turkey,F,Never married,6,1.2
344,Turkey,F,"Widowed, divorced, separated",6,3.5
414,Turkey,M,Married or living together,2,0.0
414,Turkey,M,Never married,2,0.0
414,Turkey,M,"Widowed, divorced, separated",2,0.0
134,Turkey,M,Married or living together,3,0.0
134,Turkey,M,Never married,3,0.0
134,Turkey,M,"Widowed, divorced, separated",3,0.0
64,Turkey,M,Married or living together,1,0.0
64,Turkey,M,Never married,1,0.0
64,Turkey,M,"Widowed, divorced, separated",1,0.0
204,Turkey,M,Married or living together,4,0.0
204,Turkey,M,Never married,4,0.0
204,Turkey,M,"Widowed, divorced, separated",4,0.0
274,Turkey,M,Married or living together,5,0.0
274,Turkey,M,Never married,5,0.0
274,Turkey,M,"Widowed, divorced, separated",5,0.0
344,Turkey,M,Married or living together,6,0.0
344,Turkey,M,Never married,6,0.0
344,Turkey,M,"Widowed, divorced, separated",6,0.0
415,Turkmenistan,F,Married or living together,2,57.4
415,Turkmenistan,F,Never married,2,41.4
415,Turkmenistan,F,"Widowed, divorced, separated",2,49.1
135,Turkmenistan,F,Married or living together,3,37.5
135,Turkmenistan,F,Never married,3,27.4
135,Turkmenistan,F,"Widowed, divorced, separated",3,29.0
65,Turkmenistan,F,Married or living together,1,24.1
65,Turkmenistan,F,Never married,1,17.9
65,Turkmenistan,F,"Widowed, divorced, separated",1,18.4
205,Turkmenistan,F,Married or living together,4,44.6
205,Turkmenistan,F,Never married,4,32.8
205,Turkmenistan,F,"Widowed, divorced, separated",4,35.3
275,Turkmenistan,F,Married or living together,5,48.4
275,Turkmenistan,F,Never married,5,35.0
275,Turkmenistan,F,"Widowed, divorced, separated",5,40.7
345,Turkmenistan,F,Married or living together,6,24.8
345,Turkmenistan,F,Never married,6,14.2
345,Turkmenistan,F,"Widowed, divorced, separated",6,19.4
415,Turkmenistan,M,Married or living together,2,0.0
415,Turkmenistan,M,Never married,2,0.0
415,Turkmenistan,M,"Widowed, divorced, separated",2,0.0
135,Turkmenistan,M,Married or living together,3,0.0
135,Turkmenistan,M,Never married,3,0.0
135,Turkmenistan,M,"Widowed, divorced, separated",3,0.0
65,Turkmenistan,M,Married or living together,1,0.0
65,Turkmenistan,M,Never married,1,0.0
65,Turkmenistan,M,"Widowed, divorced, separated",1,0.0
205,Turkmenistan,M,Married or living together,4,0.0
205,Turkmenistan,M,Never married,4,0.0
205,Turkmenistan,M,"Widowed, divorced, separated",4,0.0
275,Turkmenistan,M,Married or living together,5,0.0
275,Turkmenistan,M,Never married,5,0.0
275,Turkmenistan,M,"Widowed, divorced, separated",5,0.0
345,Turkmenistan,M,Married or living together,6,0.0
345,Turkmenistan,M,Never married,6,0.0
345,Turkmenistan,M,"Widowed, divorced, separated",6,0.0
416,Uganda,F,Married or living together,2,48.9
416,Uganda,F,Never married,2,49.7
416,Uganda,F,"Widowed, divorced, separated",2,48.0
136,Uganda,F,Married or living together,3,26.2
136,Uganda,F,Never married,3,26.6
136,Uganda,F,"Widowed, divorced, separated",3,24.6
66,Uganda,F,Married or living together,1,12.5
66,Uganda,F,Never married,1,16.9
66,Uganda,F,"Widowed, divorced, separated",1,12.6
206,Uganda,F,Married or living together,4,30.3
206,Uganda,F,Never married,4,30.1
206,Uganda,F,"Widowed, divorced, separated",4,28.9
276,Uganda,F,Married or living together,5,38.3
276,Uganda,F,Never married,5,39.1
276,Uganda,F,"Widowed, divorced, separated",5,38.1
346,Uganda,F,Married or living together,6,18.5
346,Uganda,F,Never married,6,16.6
346,Uganda,F,"Widowed, divorced, separated",6,19.0
416,Uganda,M,Married or living together,2,35.1
416,Uganda,M,Never married,2,46.5
416,Uganda,M,"Widowed, divorced, separated",2,48.2
136,Uganda,M,Married or living together,3,20.3
136,Uganda,M,Never married,3,26.3
136,Uganda,M,"Widowed, divorced, separated",3,29.6
66,Uganda,M,Married or living together,1,4.7
66,Uganda,M,Never married,1,10.9
66,Uganda,M,"Widowed, divorced, separated",1,5.5
206,Uganda,M,Married or living together,4,19.8
206,Uganda,M,Never married,4,24.1
206,Uganda,M,"Widowed, divorced, separated",4,30.5
276,Uganda,M,Married or living together,5,22.9
276,Uganda,M,Never married,5,34.5
276,Uganda,M,"Widowed, divorced, separated",5,34.3
346,Uganda,M,Married or living together,6,9.2
346,Uganda,M,Never married,6,14.3
346,Uganda,M,"Widowed, divorced, separated",6,15.6
